kind,identifier,detail
name_variant_between_exchanges,INE048C01025,Viceroy Hotels Limited | Viceroy Hotels Ltd
name_variant_between_exchanges,INE632C01026,Vidhi Specialty Food Ingredients Limited | Vidhi Specialty Food Ingredients Ltd
name_variant_between_exchanges,INE14UN01029,Vidya Wires Limited | Vidya Wires Ltd
name_variant_between_exchanges,INE043W01024,Vijaya Diagnostic Centre Limited | Vijaya Diagnostic Centre Ltd
name_variant_between_exchanges,INE159N01027,Viji Finance Limited | Viji Finance Ltd
name_variant_between_exchanges,INE362D01010,Vijay Solvex Limited | Vijay Solvex Ltd
name_variant_between_exchanges,INE806A01020,Vikas EcoTech Limited | Vikas EcoTech Ltd
name_variant_between_exchanges,INE161L01027,Vikas Lifecare Limited | Vikas Lifecare Ltd
name_variant_between_exchanges,INE078V01014,Vikram Solar Limited | Vikram Solar Ltd
name_variant_between_exchanges,INE01R501028,Vikran Engineering Limited | Vikran Engineering Ltd
name_variant_between_exchanges,INE579C01029,Vimta Labs Limited | Vimta Labs Ltd
name_variant_between_exchanges,INE410B01037,Vinati Organics Limited | Vinati Organics Ltd
name_variant_between_exchanges,INE498Q01014,Vintage Coffee And Beverages Limited | Vintage Coffee And Beverages Ltd
name_variant_between_exchanges,INE707A01012,Vindhya Telelinks Limited | Vindhya Telelinks Ltd
name_variant_between_exchanges,INE505Y01010,Vineet Laboratories Limited | Vineet Laboratories Ltd
name_variant_between_exchanges,INE01KI01027,Vinny Overseas Limited | Vinny Overseas Ltd
name_variant_between_exchanges,INE250B01029,Vinyl Chemicals (India) Limited | Vinyl Chemicals (India) Ltd
name_variant_between_exchanges,INE450G01024,VIP Clothing Limited | VIP Clothing Ltd
name_variant_between_exchanges,INE054A01027,VIP Industries Limited | VIP Industries Ltd
name_variant_between_exchanges,INE946H01037,Vipul Limited | Vipul Ltd
name_variant_between_exchanges,INE467D01017,Virat Industries Limited | Virat Industries Ltd
name_variant_between_exchanges,INE539B01017,Virinchi Limited | Virinchi Ltd
name_variant_between_exchanges,INE247C01023,Virtual Global Education Limited | Virtual Global Education Ltd
name_variant_between_exchanges,INE286H01012,VISA Chrome Limited | VISA Chrome Ltd
name_variant_between_exchanges,INE392A01021,Visaka Industries Limited | Visaka Industries Ltd
name_variant_between_exchanges,INE755Q01025,Vishal Fabrics Limited | Vishal Fabrics Ltd
name_variant_between_exchanges,INE270I01022,Vishnu Chemicals Limited | Vishnu Chemicals Ltd
name_variant_between_exchanges,INE430N01022,Vishwaraj Sugar Industries Limited | Vishwaraj Sugar Industries Ltd
name_variant_between_exchanges,INE1CLE01013,Vedanta Iron And Steel Ltd | Vedanta Iron and Steel Limited
name_variant_between_exchanges,INE370E01029,Visagar Polytex Limited | Visagar Polytex Ltd
name_variant_between_exchanges,INE526G01021,Vivimed Labs Limited | Vivimed Labs Ltd
name_variant_between_exchanges,INE380K01017,Vivo Bio Tech Limited | Vivo Bio Tech Ltd
name_variant_between_exchanges,INE807F01027,Viyash Scientific Limited | Viyash Scientific Ltd
name_variant_between_exchanges,INE03HW01020,VL E-Governance & IT Solutions Limited | VL E-Governance & IT Solutions Ltd
name_variant_between_exchanges,INE709A01018,VLS Finance Limited | VLS Finance Ltd
name_variant_between_exchanges,INE665J01013,V-Mart Retail Limited | V-Mart Retail Ltd
name_variant_between_exchanges,INE01EA01019,Vishal Mega Mart Limited | Vishal Mega Mart Ltd
name_variant_between_exchanges,INE0SJA01013,VMS TMT Limited | VMS TMT Ltd
name_variant_between_exchanges,INE0I0T01010,Virtuoso Optoelectronics Limited | Virtuoso Optoelectronics Ltd
name_variant_between_exchanges,INE704J01044,Vedanta Oil and Gas Limited | Vedanta Oil and Gas Ltd
name_variant_between_exchanges,INE285C01015,Voith Paper Fabrics India Limited | Voith Paper Fabrics India Ltd
name_variant_between_exchanges,INE540H01012,Voltamp Transformers Limited | Voltamp Transformers Ltd
name_variant_between_exchanges,INE226A01021,Voltas Limited | Voltas Ltd
name_variant_between_exchanges,INE0AE001013,Vishnu Prakash R Punglia Limited | Vishnu Prakash R Punglia Ltd
name_variant_between_exchanges,INE0S2V01010,Vraj Iron And Steel Ltd | Vraj Iron and Steel Limited
name_variant_between_exchanges,INE366I01010,VRL Logistics Limited | VRL Logistics Ltd
name_variant_between_exchanges,INE050M01012,Vardhman Special Steels Limited | Vardhman Special Steels Ltd
name_variant_between_exchanges,INE710A01016,VST Industries Limited | VST Industries Ltd
name_variant_between_exchanges,INE0QTF01015,Vibhor Steel Tubes Limited | Vibhor Steel Tubes Ltd
name_variant_between_exchanges,INE764D01017,V.S.T Tillers Tractors Limited | VST Tillers Tractors Ltd
name_variant_between_exchanges,INE825A01020,Vardhman Textiles Limited | Vardhman Textiles Ltd
name_variant_between_exchanges,INE222F01029,VTM Limited | VTM Ltd
name_variant_between_exchanges,INE377N01017,Waaree Energies Limited | Waaree Energies Ltd
name_variant_between_exchanges,INE866K01023,Indosolar Limited | Indosolar Ltd
name_variant_between_exchanges,INE299N01021,Waaree Renewable Technologies Limited | Waaree Renewable Technologies Ltd
name_variant_between_exchanges,INE956G01038,VA Tech Wabag Limited | VA Tech Wabag Ltd
name_variant_between_exchanges,INE0E7301029,Wakefit Innovations Limited | Wakefit Innovations Ltd
name_variant_between_exchanges,INE711A01022,Walchandnagar Industries Limited | Walchandnagar Industries Ltd
name_variant_between_exchanges,INE107F01022,Wanbury Limited | Wanbury Ltd
name_variant_between_exchanges,INE945P01024,Wardwizard Innovations & Mobility Limited | Wardwizard Innovations & Mobility Ltd
name_variant_between_exchanges,INE054C01015,Waterbase Limited | Waterbase Ltd
name_variant_between_exchanges,INE0CJF01024,Western Carriers (India) Limited | Western Carriers (India) Ltd
name_variant_between_exchanges,INE658T01017,Wealth First Portfolio Managers Limited | Wealth First Portfolio Managers Ltd
name_variant_between_exchanges,INE855C01023,Websol Energy System Limited | Websol Energy System Ltd
name_variant_between_exchanges,INE080A01014,Weizmann Limited | Weizmann Ltd
name_variant_between_exchanges,INE02WG01024,Wonder Electricals Limited | Wonder Electricals Ltd
name_variant_between_exchanges,INE191B01025,Welspun Corp Limited | Welspun Corp Ltd
name_variant_between_exchanges,INE625G01013,Welspun Enterprises Limited | Welspun Enterprises Ltd
name_variant_between_exchanges,INE389K01018,Welspun Investments and Commercials Limited | Welspun Investments and Commercials Ltd
name_variant_between_exchanges,INE731F01037,Welspun Specialty Solutions Limited | Welspun Specialty Solutions Ltd
name_variant_between_exchanges,INE192B01031,Welspun Living Limited | Welspun Living Ltd
name_variant_between_exchanges,INE274C01019,Wendt (India) Limited | Wendt (India) Ltd
name_variant_between_exchanges,INE274F01020,WESTLIFE FOODWORLD LIMITED | Westlife Foodworld Ltd
name_variant_between_exchanges,INE082W01014,WE WIN LIMITED | We Win Ltd
name_variant_between_exchanges,INE085001019,WeWork India Management Limited | WeWork India Management Ltd
name_variant_between_exchanges,INE855A01019,WH Brady & Company Limited | WH Brady & Company Ltd
name_variant_between_exchanges,INE715A01015,Wheels India Limited | Wheels India Ltd
name_variant_between_exchanges,INE716A01013,Whirlpool of India Limited | Whirlpool of India Ltd
name_variant_between_exchanges,INE210A01017,Williamson Magor & Company Limited | Williamson Magor & Company Ltd
name_variant_between_exchanges,INE0H5O01029,Windlas Biotech Limited | Windlas Biotech Ltd
name_variant_between_exchanges,INE052A01021,Windsor Machines Limited | Windsor Machines Ltd
name_variant_between_exchanges,INE075A01022,Wipro Limited | Wipro Ltd
name_variant_between_exchanges,INE049B01025,Wockhardt Limited | Wockhardt Ltd
name_variant_between_exchanges,INE066O01014,Wonderla Holidays Limited | Wonderla Holidays Ltd
name_variant_between_exchanges,INE196Y01018,Worth Peripherals Limited | Worth Peripherals Ltd
name_variant_between_exchanges,INE765D01022,WPIL Limited | WPIL Ltd
name_variant_between_exchanges,INE100D01014,W S Industries (I) Limited | W. S. Industries (India) Ltd
name_variant_between_exchanges,INE976A01021,West Coast Paper Mills Limited | West Coast Paper Mills Ltd
name_variant_between_exchanges,INE692G01013,Xchanging Solutions Limited | Xchanging Solutions Ltd
name_variant_between_exchanges,INE01P501012,Xelpmoc Design And Tech Limited | Xelpmoc Design and Tech Ltd
name_variant_between_exchanges,INE445C01015,Xpro India Limited | Xpro India Ltd
name_variant_between_exchanges,INE547B01028,Xtglobal Infotech Limited | Xtglobal Infotech Ltd
name_variant_between_exchanges,INE0NG701011,Xtranet Technologies Limited | Xtranet Technologies Ltd
name_variant_between_exchanges,INE616Z01012,Yasho Industries Limited | Yasho Industries Ltd
name_variant_between_exchanges,INE0JO301016,Yatharth Hospital & Trauma Care Services Limited | Yatharth Hospital & Trauma Care Services Ltd
name_variant_between_exchanges,INE0JR601024,Yatra Online Limited | Yatra Online Ltd
name_variant_between_exchanges,INE528G01035,Yes Bank Limited | Yes Bank Ltd
name_variant_between_exchanges,INE290E01011,YOGI Ltd | Yogi Limited
name_variant_between_exchanges,INE384C01016,Yuken India Limited | Yuken India Ltd
name_variant_between_exchanges,INE07K301024,Zaggle Prepaid Ocean Services Limited | Zaggle Prepaid Ocean Services Ltd
name_variant_between_exchanges,INE256A01028,Zee Entertainment Enterprises Limited | Zee Entertainment Enterprises Ltd
name_variant_between_exchanges,INE565L01011,Zee Learn Limited | Zee Learn Ltd
name_variant_between_exchanges,INE966H01019,Zee Media Corporation Limited | Zee Media Corporation Ltd
name_variant_between_exchanges,INE058B01018,Zenith Exports Limited | Zenith Exports Ltd
name_variant_between_exchanges,INE318D01020,Zenith Steel Pipes & Industries Limited | Zenith Steel Pipes & Industries Ltd
name_variant_between_exchanges,INE520A01027,Zensar Technologies Limited | Zensar Technologies Ltd
name_variant_between_exchanges,INE251B01027,ZEN Technologies Ltd | Zen Technologies Limited
name_variant_between_exchanges,INE342J01019,ZF Commercial Vehicle Control Systems India Limited | ZF Commercial Vehicle Control Systems India Ltd
name_variant_between_exchanges,INE116C01012,ZF Steering Gear (India) Limited | ZF Steering Gear India Ltd
name_variant_between_exchanges,INE518E01015,Zim Laboratories Limited | Zim Laboratories Ltd
name_variant_between_exchanges,INE761Y01019,Zodiac Energy Limited | Zodiac Energy Ltd
name_variant_between_exchanges,INE206B01013,Zodiac Clothing Company Limited | Zodiac Clothing Company Ltd
name_variant_between_exchanges,INE967G01019,Saraswati Commercial India Limited | Saraswati Commercial India Ltd
name_variant_between_exchanges,INE840M01016,Zuari Agro Chemicals Limited | Zuari Agro Chemicals Ltd
name_variant_between_exchanges,INE217A01012,ZUARI INDUSTRIES LIMITED | Zuari Industries Ltd
name_variant_between_exchanges,INE010B01027,Zydus Lifesciences Limited | Zydus Lifesciences Ltd
name_variant_between_exchanges,INE768C01028,Zydus Wellness Limited | Zydus Wellness Ltd
name_variant_between_exchanges,INF204KB14I2,NIPINDETFNIFTYBEES | Nippon India ETF Nifty 50 BeES
name_variant_between_exchanges,INF732E01045,NIP IND ETF JUNIOR BEES | Nippon India ETF Nifty Next 50 Junior BeES
name_variant_between_exchanges,INF732E01037,NIPINDETFLIQUIDBEES | Nippon India ETF Nifty 1D Rate Liquid BeES
name_variant_between_exchanges,INF204KB15I9,NIPINDETFBANKBEES | Nippon India ETF Nifty Bank BeES
name_variant_between_exchanges,INF204KB17I5,NIPINDETFGOLDBEES | NIPPON INDIA ETF GOLD BEES
name_variant_between_exchanges,INF789F1AUX7,UTI Mutual Fund - UTI Gold Exchange Traded Fund | UTIAMC -UTIGOLDBETA
name_variant_between_exchanges,INF174KA1HJ8,Kotak Mahindra Mutual Fund - Kotak Gold Exchange Traded Fund | KotakMutualFund-Gold
name_variant_between_exchanges,INF204KB16I7,NIPINDETFPSUBANKBEES | Nippon India ETF Nifty PSU Bank BeES
name_variant_between_exchanges,INF174KA1A86,Kotak Nifty PSU Bank ETF | KotakMahindraMutualFun
name_variant_between_exchanges,INF082J01499,Quantum Nifty 50 ETF | QuantumNiftyETF
name_variant_between_exchanges,INF732E01128,NIPINDETFSHARIAHBEES | Nippon India ETF Nifty 50 Shariah BeES
name_variant_between_exchanges,INF200KA16D8,SBI Mutual Fund - SBI Gold Exchange Traded Scheme - Growth Option | SBI-ETFGold
name_variant_between_exchanges,INF174K014P6,Kotak Nifty 50 ETF | KotakNiftyETF
name_variant_between_exchanges,INF204KB19I1,NIPINDETFHANGSENGBEES | NIPPON INDIA ETF HANG SENG BEES
name_variant_between_exchanges,INF205KA1BP1,Invesco India Gold Exchange Traded Fund | InvescoIndiaGoldETF
name_variant_between_exchanges,INF247L01536,Motilal Oswal Nifty 50 ETF | MotilalOswalM50ETF
name_variant_between_exchanges,INF179KC1981,HDFC Gold ETF | HDFCGoldETF
name_variant_between_exchanges,INF109KC1NT3,ICICI Prudential Gold ETF | ICICIPrudGoldETF
name_variant_between_exchanges,INF732E01268,NIPINDETFINFRABEES | Nippon India ETF Nifty Infrastructure BeES
name_variant_between_exchanges,INF846K01W80,AXISAMC-GOLDAXIS | Axis Mutual Fund - Axis Gold Exchange Traded Fund
name_variant_between_exchanges,INF247L01023,Motilal Oswal Nifty Midcap 100 ETF | MotilalOsMidcap100ETF
name_variant_between_exchanges,INF247L01AP3,Motilal Oswal NASDAQ 100 ETF | MotilalOsNASDAQ100ETF
name_variant_between_exchanges,INF209KB18D3,ABSLGoldETF-GO | Birla Sun Life Mutual Fund - Birla Sun Life Gold ETF
name_variant_between_exchanges,INF209KB19D1,ABSLNiftyETF-GO | Aditya Birla Sun Life Nifty 50 ETF
name_variant_between_exchanges,INF767K01SM1,LIC MF Gold ETF | LICMF LICGoldETF
name_variant_between_exchanges,INF109K012R6,ICICI Prudential Nifty 50 ETF | ICICIPruNiftyETF
name_variant_between_exchanges,INF204K014N5,NIPINDETFNIFTY100 | NIPPON INDIA ETF NIFTY 100
name_variant_between_exchanges,INF109KC16V9,ICICI Prudential Nifty 100 ETF | ICICIPruNifty100ETF
name_variant_between_exchanges,INF457M01133,CPSE ETF | CPSEETF
name_variant_between_exchanges,INF346A01034,ICICI Prudential BSE Sensex ETF | ICICIPruSensexETF
name_variant_between_exchanges,INF174KA1ZB7,KOTAKMAMC-KOTAKBKETF | Kotak Nifty Bank ETF
name_variant_between_exchanges,INF200KA1580,SBI-ETF NIFTY BANK | SBI-ETFNiftyBank
name_variant_between_exchanges,INF200KA1FS1,SBI-ETF NIFTY 50 | SBI-ETFNifty50
name_variant_between_exchanges,INF789F1AZC0,UTI NIFTY 50 ETF | UTIAMC-NIFTYBETA
name_variant_between_exchanges,INF789FB1X58,UTI BSE SENSEX ETF | UTIAMC-SENSEXBETA
name_variant_between_exchanges,INF767K01OS7,LIC MF EXCHANGE TRADED FUND- NIFTY 50 | LICNAMC-LICNFENGP
name_variant_between_exchanges,INF767K01OT5,LIC MF EXCHANGE TRADED FUND- SENSEX | LICNAMC-LICNFESGP
name_variant_between_exchanges,INF179KC1965,HDFC NIFTY 50 ETF | HDFCAMC-HDFCNIFTY
name_variant_between_exchanges,INF179KC1HX2,HDFC BSE SENSEX ETF | HDFCAMC-HDFCSENSEX
name_variant_between_exchanges,INF767K01PC8,LIC MF Exchange Traded Fund- NIFTY 100 | LICNAMC-LICNFNHGP
name_variant_between_exchanges,INF109KC11V0,ICICI Prudential Nifty50 Value 20 ETF | ICICIPruNV20ETF
name_variant_between_exchanges,INF109KC10W0,ICICI Prudential BSE Midcap Select ETF | ICICIPruMidcapSelETF
name_variant_between_exchanges,INF204KB1882,NIPINDETFLONGTERMGILT | Nippon India ETF Nifty 8 13 yr G Sec LongTerm Gilt
