kind,identifier,detail
differing_names_same_isin,INE694L01019,Vedanta Power Limited | Vedanta Power Ltd
differing_names_same_isin,INE484C01030,Veedol Corporation Limited | Veedol Corporation Ltd
differing_names_same_isin,INE232E01013,Veljan Denison Limited | Veljan Denison Ltd
differing_names_same_isin,INE398A01010,Venky's (India) Limited | Venkys (India) Ltd
differing_names_same_isin,INE781S01027,Ventive Hospitality Limited | Ventive Hospitality Ltd
differing_names_same_isin,INE0JA001018,Venus Pipes & Tubes Limited | Venus Pipes & Tubes Ltd
differing_names_same_isin,INE411B01019,Venus Remedies Limited | Venus Remedies Ltd
differing_names_same_isin,INE0IQ001011,Veranda Learning Solutions Limited | Veranda Learning Solutions Ltd
differing_names_same_isin,INE386A01023,Vesuvius India Limited | Vesuvius India Ltd
differing_names_same_isin,INE918N01018,Veto Switchgears And Cables Limited | Veto Switchgears and Cables Ltd
differing_names_same_isin,INE761Q01015,Vibrant Global Capital Limited | Vibrant Global Capital Ltd
differing_names_same_isin,INE273D01027,VARVEE GLOBAL LIMITED | Varvee Global Ltd
differing_names_same_isin,INE951I01027,V-Guard Industries Limited | V-Guard Industries Ltd
differing_names_same_isin,INE701A01023,Vardhman Holdings Limited | Vardhman Holdings Ltd
differing_names_same_isin,INE048C01025,Viceroy Hotels Limited | Viceroy Hotels Ltd
differing_names_same_isin,INE632C01026,Vidhi Specialty Food Ingredients Limited | Vidhi Specialty Food Ingredients Ltd
differing_names_same_isin,INE14UN01029,Vidya Wires Limited | Vidya Wires Ltd
differing_names_same_isin,INE043W01024,Vijaya Diagnostic Centre Limited | Vijaya Diagnostic Centre Ltd
differing_names_same_isin,INE159N01027,Viji Finance Limited | Viji Finance Ltd
differing_names_same_isin,INE362D01010,Vijay Solvex Limited | Vijay Solvex Ltd
differing_names_same_isin,INE806A01020,Vikas EcoTech Limited | Vikas EcoTech Ltd
differing_names_same_isin,INE161L01027,Vikas Lifecare Limited | Vikas Lifecare Ltd
differing_names_same_isin,INE078V01014,Vikram Solar Limited | Vikram Solar Ltd
differing_names_same_isin,INE01R501028,Vikran Engineering Limited | Vikran Engineering Ltd
differing_names_same_isin,INE579C01029,Vimta Labs Limited | Vimta Labs Ltd
differing_names_same_isin,INE410B01037,Vinati Organics Limited | Vinati Organics Ltd
differing_names_same_isin,INE498Q01014,Vintage Coffee And Beverages Limited | Vintage Coffee And Beverages Ltd
differing_names_same_isin,INE707A01012,Vindhya Telelinks Limited | Vindhya Telelinks Ltd
differing_names_same_isin,INE505Y01010,Vineet Laboratories Limited | Vineet Laboratories Ltd
differing_names_same_isin,INE01KI01027,Vinny Overseas Limited | Vinny Overseas Ltd
differing_names_same_isin,INE250B01029,Vinyl Chemicals (India) Limited | Vinyl Chemicals (India) Ltd
differing_names_same_isin,INE450G01024,VIP Clothing Limited | VIP Clothing Ltd
differing_names_same_isin,INE054A01027,VIP Industries Limited | VIP Industries Ltd
differing_names_same_isin,INE946H01037,Vipul Limited | Vipul Ltd
differing_names_same_isin,INE467D01017,Virat Industries Limited | Virat Industries Ltd
differing_names_same_isin,INE539B01017,Virinchi Limited | Virinchi Ltd
differing_names_same_isin,INE247C01023,Virtual Global Education Limited | Virtual Global Education Ltd
differing_names_same_isin,INE286H01012,VISA Chrome Limited | VISA Chrome Ltd
differing_names_same_isin,INE392A01021,Visaka Industries Limited | Visaka Industries Ltd
differing_names_same_isin,INE755Q01025,Vishal Fabrics Limited | Vishal Fabrics Ltd
differing_names_same_isin,INE270I01022,Vishnu Chemicals Limited | Vishnu Chemicals Ltd
differing_names_same_isin,INE430N01022,Vishwaraj Sugar Industries Limited | Vishwaraj Sugar Industries Ltd
differing_names_same_isin,INE1CLE01013,Vedanta Iron And Steel Ltd | Vedanta Iron and Steel Limited
differing_names_same_isin,INE370E01029,Visagar Polytex Limited | Visagar Polytex Ltd
differing_names_same_isin,INE526G01021,Vivimed Labs Limited | Vivimed Labs Ltd
differing_names_same_isin,INE380K01017,Vivo Bio Tech Limited | Vivo Bio Tech Ltd
differing_names_same_isin,INE807F01027,Viyash Scientific Limited | Viyash Scientific Ltd
differing_names_same_isin,INE03HW01020,VL E-Governance & IT Solutions Limited | VL E-Governance & IT Solutions Ltd
differing_names_same_isin,INE709A01018,VLS Finance Limited | VLS Finance Ltd
differing_names_same_isin,INE665J01013,V-Mart Retail Limited | V-Mart Retail Ltd
differing_names_same_isin,INE01EA01019,Vishal Mega Mart Limited | Vishal Mega Mart Ltd
differing_names_same_isin,INE0SJA01013,VMS TMT Limited | VMS TMT Ltd
differing_names_same_isin,INE0I0T01010,Virtuoso Optoelectronics Limited | Virtuoso Optoelectronics Ltd
differing_names_same_isin,INE704J01044,Vedanta Oil and Gas Limited | Vedanta Oil and Gas Ltd
differing_names_same_isin,INE285C01015,Voith Paper Fabrics India Limited | Voith Paper Fabrics India Ltd
differing_names_same_isin,INE540H01012,Voltamp Transformers Limited | Voltamp Transformers Ltd
differing_names_same_isin,INE226A01021,Voltas Limited | Voltas Ltd
differing_names_same_isin,INE0AE001013,Vishnu Prakash R Punglia Limited | Vishnu Prakash R Punglia Ltd
differing_names_same_isin,INE0S2V01010,Vraj Iron And Steel Ltd | Vraj Iron and Steel Limited
differing_names_same_isin,INE366I01010,VRL Logistics Limited | VRL Logistics Ltd
differing_names_same_isin,INE050M01012,Vardhman Special Steels Limited | Vardhman Special Steels Ltd
differing_names_same_isin,INE710A01016,VST Industries Limited | VST Industries Ltd
differing_names_same_isin,INE0QTF01015,Vibhor Steel Tubes Limited | Vibhor Steel Tubes Ltd
differing_names_same_isin,INE764D01017,V.S.T Tillers Tractors Limited | VST Tillers Tractors Ltd
differing_names_same_isin,INE825A01020,Vardhman Textiles Limited | Vardhman Textiles Ltd
differing_names_same_isin,INE222F01029,VTM Limited | VTM Ltd
differing_names_same_isin,INE377N01017,Waaree Energies Limited | Waaree Energies Ltd
differing_names_same_isin,INE866K01023,Indosolar Limited | Indosolar Ltd
differing_names_same_isin,INE299N01021,Waaree Renewable Technologies Limited | Waaree Renewable Technologies Ltd
differing_names_same_isin,INE956G01038,VA Tech Wabag Limited | VA Tech Wabag Ltd
differing_names_same_isin,INE0E7301029,Wakefit Innovations Limited | Wakefit Innovations Ltd
differing_names_same_isin,INE711A01022,Walchandnagar Industries Limited | Walchandnagar Industries Ltd
differing_names_same_isin,INE107F01022,Wanbury Limited | Wanbury Ltd
differing_names_same_isin,INE945P01024,Wardwizard Innovations & Mobility Limited | Wardwizard Innovations & Mobility Ltd
differing_names_same_isin,INE054C01015,Waterbase Limited | Waterbase Ltd
differing_names_same_isin,INE0CJF01024,Western Carriers (India) Limited | Western Carriers (India) Ltd
differing_names_same_isin,INE658T01017,Wealth First Portfolio Managers Limited | Wealth First Portfolio Managers Ltd
differing_names_same_isin,INE855C01023,Websol Energy System Limited | Websol Energy System Ltd
differing_names_same_isin,INE080A01014,Weizmann Limited | Weizmann Ltd
differing_names_same_isin,INE02WG01024,Wonder Electricals Limited | Wonder Electricals Ltd
differing_names_same_isin,INE191B01025,Welspun Corp Limited | Welspun Corp Ltd
differing_names_same_isin,INE625G01013,Welspun Enterprises Limited | Welspun Enterprises Ltd
differing_names_same_isin,INE389K01018,Welspun Investments and Commercials Limited | Welspun Investments and Commercials Ltd
differing_names_same_isin,INE731F01037,Welspun Specialty Solutions Limited | Welspun Specialty Solutions Ltd
differing_names_same_isin,INE192B01031,Welspun Living Limited | Welspun Living Ltd
differing_names_same_isin,INE274C01019,Wendt (India) Limited | Wendt (India) Ltd
differing_names_same_isin,INE274F01020,WESTLIFE FOODWORLD LIMITED | Westlife Foodworld Ltd
differing_names_same_isin,INE082W01014,WE WIN LIMITED | We Win Ltd
differing_names_same_isin,INE085001019,WeWork India Management Limited | WeWork India Management Ltd
differing_names_same_isin,INE855A01019,WH Brady & Company Limited | WH Brady & Company Ltd
differing_names_same_isin,INE715A01015,Wheels India Limited | Wheels India Ltd
differing_names_same_isin,INE716A01013,Whirlpool of India Limited | Whirlpool of India Ltd
differing_names_same_isin,INE210A01017,Williamson Magor & Company Limited | Williamson Magor & Company Ltd
differing_names_same_isin,INE0H5O01029,Windlas Biotech Limited | Windlas Biotech Ltd
differing_names_same_isin,INE052A01021,Windsor Machines Limited | Windsor Machines Ltd
differing_names_same_isin,INE075A01022,Wipro Limited | Wipro Ltd
differing_names_same_isin,INE049B01025,Wockhardt Limited | Wockhardt Ltd
differing_names_same_isin,INE066O01014,Wonderla Holidays Limited | Wonderla Holidays Ltd
differing_names_same_isin,INE196Y01018,Worth Peripherals Limited | Worth Peripherals Ltd
differing_names_same_isin,INE765D01022,WPIL Limited | WPIL Ltd
differing_names_same_isin,INE100D01014,W S Industries (I) Limited | W. S. Industries (India) Ltd
differing_names_same_isin,INE976A01021,West Coast Paper Mills Limited | West Coast Paper Mills Ltd
differing_names_same_isin,INE692G01013,Xchanging Solutions Limited | Xchanging Solutions Ltd
differing_names_same_isin,INE01P501012,Xelpmoc Design And Tech Limited | Xelpmoc Design and Tech Ltd
differing_names_same_isin,INE445C01015,Xpro India Limited | Xpro India Ltd
differing_names_same_isin,INE547B01028,Xtglobal Infotech Limited | Xtglobal Infotech Ltd
differing_names_same_isin,INE0NG701011,Xtranet Technologies Limited | Xtranet Technologies Ltd
differing_names_same_isin,INE616Z01012,Yasho Industries Limited | Yasho Industries Ltd
differing_names_same_isin,INE0JO301016,Yatharth Hospital & Trauma Care Services Limited | Yatharth Hospital & Trauma Care Services Ltd
differing_names_same_isin,INE0JR601024,Yatra Online Limited | Yatra Online Ltd
differing_names_same_isin,INE528G01035,Yes Bank Limited | Yes Bank Ltd
differing_names_same_isin,INE290E01011,YOGI Ltd | Yogi Limited
differing_names_same_isin,INE384C01016,Yuken India Limited | Yuken India Ltd
differing_names_same_isin,INE07K301024,Zaggle Prepaid Ocean Services Limited | Zaggle Prepaid Ocean Services Ltd
differing_names_same_isin,INE256A01028,Zee Entertainment Enterprises Limited | Zee Entertainment Enterprises Ltd
differing_names_same_isin,INE565L01011,Zee Learn Limited | Zee Learn Ltd
differing_names_same_isin,INE966H01019,Zee Media Corporation Limited | Zee Media Corporation Ltd
differing_names_same_isin,INE058B01018,Zenith Exports Limited | Zenith Exports Ltd
differing_names_same_isin,INE318D01020,Zenith Steel Pipes & Industries Limited | Zenith Steel Pipes & Industries Ltd
differing_names_same_isin,INE520A01027,Zensar Technologies Limited | Zensar Technologies Ltd
differing_names_same_isin,INE251B01027,ZEN Technologies Ltd | Zen Technologies Limited
differing_names_same_isin,INE342J01019,ZF Commercial Vehicle Control Systems India Limited | ZF Commercial Vehicle Control Systems India Ltd
differing_names_same_isin,INE116C01012,ZF Steering Gear (India) Limited | ZF Steering Gear India Ltd
differing_names_same_isin,INE518E01015,Zim Laboratories Limited | Zim Laboratories Ltd
differing_names_same_isin,INE761Y01019,Zodiac Energy Limited | Zodiac Energy Ltd
differing_names_same_isin,INE206B01013,Zodiac Clothing Company Limited | Zodiac Clothing Company Ltd
differing_names_same_isin,INE967G01019,Saraswati Commercial India Limited | Saraswati Commercial India Ltd
differing_names_same_isin,INE840M01016,Zuari Agro Chemicals Limited | Zuari Agro Chemicals Ltd
differing_names_same_isin,INE217A01012,ZUARI INDUSTRIES LIMITED | Zuari Industries Ltd
differing_names_same_isin,INE010B01027,Zydus Lifesciences Limited | Zydus Lifesciences Ltd
differing_names_same_isin,INE768C01028,Zydus Wellness Limited | Zydus Wellness Ltd
differing_names_same_isin,INF204KB14I2,NIPINDETFNIFTYBEES | Nippon India ETF Nifty 50 BeES
differing_names_same_isin,INF732E01045,NIP IND ETF JUNIOR BEES | Nippon India ETF Nifty Next 50 Junior BeES
differing_names_same_isin,INF732E01037,NIPINDETFLIQUIDBEES | Nippon India ETF Nifty 1D Rate Liquid BeES
differing_names_same_isin,INF204KB15I9,NIPINDETFBANKBEES | Nippon India ETF Nifty Bank BeES
differing_names_same_isin,INF204KB17I5,NIPINDETFGOLDBEES | NIPPON INDIA ETF GOLD BEES
differing_names_same_isin,INF789F1AUX7,UTI Mutual Fund - UTI Gold Exchange Traded Fund | UTIAMC -UTIGOLDBETA
differing_names_same_isin,INF174KA1HJ8,Kotak Mahindra Mutual Fund - Kotak Gold Exchange Traded Fund | KotakMutualFund-Gold
differing_names_same_isin,INF204KB16I7,NIPINDETFPSUBANKBEES | Nippon India ETF Nifty PSU Bank BeES
differing_names_same_isin,INF174KA1A86,Kotak Nifty PSU Bank ETF | KotakMahindraMutualFun
differing_names_same_isin,INF082J01499,Quantum Nifty 50 ETF | QuantumNiftyETF
differing_names_same_isin,INF732E01128,NIPINDETFSHARIAHBEES | Nippon India ETF Nifty 50 Shariah BeES
differing_names_same_isin,INF200KA16D8,SBI Mutual Fund - SBI Gold Exchange Traded Scheme - Growth Option | SBI-ETFGold
differing_names_same_isin,INF174K014P6,Kotak Nifty 50 ETF | KotakNiftyETF
differing_names_same_isin,INF204KB19I1,NIPINDETFHANGSENGBEES | NIPPON INDIA ETF HANG SENG BEES
differing_names_same_isin,INF205KA1BP1,Invesco India Gold Exchange Traded Fund | InvescoIndiaGoldETF
differing_names_same_isin,INF247L01536,Motilal Oswal Nifty 50 ETF | MotilalOswalM50ETF
differing_names_same_isin,INF179KC1981,HDFC Gold ETF | HDFCGoldETF
differing_names_same_isin,INF109KC1NT3,ICICI Prudential Gold ETF | ICICIPrudGoldETF
differing_names_same_isin,INF732E01268,NIPINDETFINFRABEES | Nippon India ETF Nifty Infrastructure BeES
differing_names_same_isin,INF846K01W80,AXISAMC-GOLDAXIS | Axis Mutual Fund - Axis Gold Exchange Traded Fund
differing_names_same_isin,INF247L01023,Motilal Oswal Nifty Midcap 100 ETF | MotilalOsMidcap100ETF
differing_names_same_isin,INF247L01AP3,Motilal Oswal NASDAQ 100 ETF | MotilalOsNASDAQ100ETF
differing_names_same_isin,INF209KB18D3,ABSLGoldETF-GO | Birla Sun Life Mutual Fund - Birla Sun Life Gold ETF
differing_names_same_isin,INF209KB19D1,ABSLNiftyETF-GO | Aditya Birla Sun Life Nifty 50 ETF
differing_names_same_isin,INF767K01SM1,LIC MF Gold ETF | LICMF LICGoldETF
differing_names_same_isin,INF109K012R6,ICICI Prudential Nifty 50 ETF | ICICIPruNiftyETF
differing_names_same_isin,INF204K014N5,NIPINDETFNIFTY100 | NIPPON INDIA ETF NIFTY 100
differing_names_same_isin,INF109KC16V9,ICICI Prudential Nifty 100 ETF | ICICIPruNifty100ETF
differing_names_same_isin,INF457M01133,CPSE ETF | CPSEETF
differing_names_same_isin,INF346A01034,ICICI Prudential BSE Sensex ETF | ICICIPruSensexETF
differing_names_same_isin,INF174KA1ZB7,KOTAKMAMC-KOTAKBKETF | Kotak Nifty Bank ETF
differing_names_same_isin,INF200KA1580,SBI-ETF NIFTY BANK | SBI-ETFNiftyBank
differing_names_same_isin,INF200KA1FS1,SBI-ETF NIFTY 50 | SBI-ETFNifty50
differing_names_same_isin,INF789F1AZC0,UTI NIFTY 50 ETF | UTIAMC-NIFTYBETA
differing_names_same_isin,INF789FB1X58,UTI BSE SENSEX ETF | UTIAMC-SENSEXBETA
differing_names_same_isin,INF767K01OS7,LIC MF EXCHANGE TRADED FUND- NIFTY 50 | LICNAMC-LICNFENGP
differing_names_same_isin,INF767K01OT5,LIC MF EXCHANGE TRADED FUND- SENSEX | LICNAMC-LICNFESGP
differing_names_same_isin,INF179KC1965,HDFC NIFTY 50 ETF | HDFCAMC-HDFCNIFTY
differing_names_same_isin,INF179KC1HX2,HDFC BSE SENSEX ETF | HDFCAMC-HDFCSENSEX
differing_names_same_isin,INF767K01PC8,LIC MF Exchange Traded Fund- NIFTY 100 | LICNAMC-LICNFNHGP
